,wideClass,mass (g)
7710,L,584.0
7711,H,618.0
7712,L,421.0
7713,LL,536.0
7714,H,475.0
7715,L,156.0
7716,H,946.0
7717,H,794.0
7718,L,410.0
7719,H,973.0
7720,L,555.0
7721,L,468.0
7722,L,580.0
7723,H,1140.0
7724,L,94.0
7725,L,236.0
7726,H,116.0
7727,H,58.0
7728,H,62.0
7729,H,76.0
7730,H,31.0
7731,H,1345.0
7732,L,62.0
7733,L,419.0
7734,L,412.0
7735,H,112.0
7736,L,258.0
7737,L,207.0
7738,H,666.0
7739,H,810.0
7740,H,641.0
7741,H,1372.0
7742,H,308.0
7743,H,185.0
7744,H,569.0
7745,LL,15300.0
7746,H,1715.0
7747,H,615.0
7748,H,307.0
7749,H,4623.0
7750,H,450.0
7751,L,147.0
7752,H,105.3
7753,L,269.0
7754,L,336.0
7755,H,852.0
7756,H,246.0
7757,H,383.0
7758,H,424.0
7759,LL,6933.0
7760,L,370.0
7761,H,92.6
7762,Martian,15.0
7763,L,25000.0
7764,H,111.0
7765,H,680.0
7766,H,151.0
7767,H,139.0
7768,H,49.0
7769,H,480.0
7770,H,138.0
7771,L,491.0
7772,H,126.0
7773,H,160.0
7774,L,54.0
7775,H,284.0
7776,H,131.0
7777,H,5000.0
7778,H,1057.0
7779,H,1168.0
7780,H,1033.0
7781,H,1176.0
7782,H,574.0
7783,L,283.0
7784,L,492.0
7785,L,1304.0
7786,H,140.0
7787,L,409.0
7788,H,594.0
7789,H,8000.0
7790,L,403.0
7791,L,2355.0
7792,H,162.0
7793,H,620.0
7794,H,478.0
7795,L,5156.0
7796,L,281.0
7797,H,161.0
7798,H,958.0
7799,H,68.0
7800,L,966.0
7801,LL,337.0
7802,H,90.0
7803,H,362.0
7804,L,67.0
7805,L,248.0
7806,L,196.0
7807,H,526.0
7808,H,189.0
7809,L,182.0
7810,H,446.0
7811,L,986.0
7812,H,615.0
7813,H,169.0
7814,H,6800.0
7815,H,209.0
7816,H,446.0
7817,L,566.0
7818,H,536.0
7819,H,108.0
7820,H,395.0
7821,L,1469.0
7822,L,240.0
7823,L,12400.0
7824,L,391.0
7825,L,74.0
7826,L,104.0
7827,L,745.0
7828,L,43.0
7829,H,482.0
7830,H,80.0
7831,Howardite,63.0
7832,Lunar,99.5
7833,Lunar,36.7
7834,Lunar,31.5
7835,Lunar,73.09999999999998
7836,Lunar,33.7
7837,Lunar,44.7
7838,Lunar,24.3
7839,Lunar,22.3
7840,Lunar,70.7
7841,Lunar,69.2
7842,Lunar,36.2
7843,Lunar,18.9
7844,H,309.0
7845,H,1280.0
7846,L,158.0
7847,LL,57.1
7848,L,145.0
7849,H,747.0
7850,L,550.0
7851,L,160.0
7852,L,3796.0
7853,H,2683.0
7854,H,2512.0
7855,Eucrite,101.0
7856,H,120.0
7857,LL,380.0
7858,H,817.0
7859,H,383.0
7860,Howardite,1558.0
7861,H,855.0
7862,H,3549.0
7863,H,652.0
7864,Lunar,34.4
7865,Lunar,34.05
7866,H,310.0
7867,H,281.0
7868,LL,32.0
7869,H,31.0
7870,H,3184.0
7871,L,354.0
7872,L,710.0
7873,H,476.0
7874,L,87.0
7875,Achondrite,116.0
7876,H,104.0
7877,H,240.0
7878,H,320.0
7879,H,331.0
7880,L,375.0
7881,H,340.0
7882,H,288.0
7883,L,270.0
7884,L,238.0
7885,H,186.0
7886,H,52.0
7887,L,263.5
7888,H,434.0
7889,L,160.0
7890,H,315.0
7891,LL,145.0
7892,L,260.0
7893,H,247.0
7894,H,98.0
7895,H,48.0
7896,L,386.0
7897,H,186.0
7898,H,74.0
7899,L,204.0
7900,L,50.0
7901,L,346.0
7902,H,172.0
7903,L,374.0
7904,H,368.0
7905,L,240.0
7906,L,258.0
7907,H,86.0
7908,L,308.0
7909,H,173.0
7910,Chondrite,204.0
7911,H,5.0
7912,H,14.0
7913,L,230.0
7914,H,102.0
7915,E,104.0
7916,H,1233.3
7917,H,43.3
7918,H,265.0
7919,H,2392.0
7920,LL,513.0
7921,L,777.0
7922,L,514.0
7923,H,3677.0
7924,H,250.0
7925,L,280.0
7926,H,181.0
7927,H,362.0
7928,H,604.0
7929,H,751.0
7930,H,223.0
7931,H,247.0
7932,H,859.0
7933,H,680.0
7934,H,113.0
7935,H,593.0
7936,H,692.0
7937,H,1100.0
7938,H,242.0
7939,H,283.0
7940,H,466.0
7941,H,215.0
7942,H,328.0
7943,H,65.0
7944,H,56.0
7945,L,73.0
7946,H,371.0
7947,H,289.0
7948,H,55.0
7949,H,687.0
7950,L,127.0
7951,H,183.0
7952,H,494.0
7953,L,108.0
7954,H,206.0
7955,LL,812.0
7956,H,473.0
7957,H,1378.0
7958,H,537.0
7959,L,226.0
7960,H,83.0
7961,H,379.0
7962,H,215.0
7963,L,108.0
7964,H,182.0
7965,H,1806.0
7966,H,334.0
7967,H,764.0
7968,H,723.0
7969,H,36.0
7970,L,465.0
7971,L,183.0
7972,H,226.0
7973,H,137.0
7974,L,245.0
7975,H,300.0
7976,H,469.0
7977,H,259.0
7978,H,5000.0
7979,H,95.0
7980,H,97.0
7981,H,176.0
7982,H,99.0
7983,L,559.0
7984,H,482.0
7985,L,197.0
7986,L,966.0
7987,H,68.0
7988,H,7395.0
7989,H,51.0
7990,H,140.0
7991,L,154.0
7992,L,206.0
7993,H,60.0
7994,L,147.0
7995,H,1332.0
7996,H,314.0
7997,L,332.0
7998,H,361.0
7999,H,2220.0
8000,H,830.0
8001,H,146.0
8002,H,1395.0
8003,LL,79.0
8004,H,43.0
8005,L,436.0
8006,L,261.0
8007,L,718.0
8008,L,251.0
8009,L,103.0
8010,L,1521.0
8011,H,64.0
8012,L,72.0
8013,L,135.0
8014,H,124.0
8015,L,704.0
8016,H,48.0
8017,H,3518.0
8018,L,147.0
8019,LL,133.0
8020,L,33.0
8021,L,114.0
8022,H,218.0
8023,H,44.0
8024,H,1308.0
8025,H,167.0
8026,H,400.0
8027,H,724.0
8028,H,652.0
8029,H,225.0
8030,L,275.0
8031,L,963.0
8032,LL,95.0
8033,H,1511.0
8034,H,633.0
8035,H,988.0
8036,H,233.0
8037,H,94.0
8038,H,424.0
8039,H,500.0
8040,H,425.0
8041,H,633.0
8042,L,81.0
8043,H,453.0
8044,L,1493.0
8045,L,852.0
8046,Ureilite,40.0
8047,L,110.0
8048,L,533.0
8049,H,698.0
8050,H,1653.0
8051,L,69.0
8052,H,109.0
8053,H,116.0
8054,H,126.0
8055,L,405.0
8056,H,379.0
8057,L,530.0
8058,H,945.0
8059,L,513.0
8060,H,503.0
8061,L,1769.0
8062,L,428.0
8063,H,53.0
8064,H,101.0
8065,H,147.0
8066,H,702.0
8067,L,233.0
8068,L,409.0
8069,H,268.0
8070,H,444.0
8071,Diogenite,2770.0
8072,L,220.0
8073,H,2878.0
8074,L,205.0
8075,L,280.0
8076,L,283.0
8077,H,255.0
8078,L,205.0
8079,H,209.0
8080,LL,336.0
8081,L,182.0
8082,L,370.0
8083,L,577.0
8084,H,362.0
8085,H,207.0
8086,LL,252.0
8087,LL,361.0
8088,L,6.0
8089,L,38.0
8090,L,12.0
8091,H,392.0
8092,H,13605.0
8093,H,230.0
8094,H,166.0
8095,LL,48.0
8096,H,14.0
8097,L,262.0
8098,H,329.0
8099,Lunar,108.0
8100,Lunar,36.0
8101,Achondrite,17.0
8102,Lunar,98.0
8103,CM,381.0
8104,L,141.0
8105,H,132.0
8106,H,3600.0
8107,H,969.0
8108,L,1555.0
8109,H,1030.0
8110,LL,1730.0
8111,L,742.0
8112,H,1155.0
8113,L,444.0
8114,H,550.0
8115,H,538.0
8116,L,547.0
8117,H,362.0
8118,H,471.0
8119,L,253.0
8120,H,441.0
8121,L,163.0
8122,H,107.0
8123,H,235.0
8124,L,190.0
8125,H,195.0
8126,L,135.0
8127,H,152.0
8128,H,317.0
8129,H,195.0
8130,L,250.0
8131,H,376.0
8132,H,114.0
8133,L,9187.0
8134,H,295.0
8135,L,115.0
8136,H,212.0
8137,L,121.0
8138,LL,102.0
8139,Diogenite,156.0
8140,L,126.0
8141,H,1856.0
8142,H,1200.0
8143,L,708.0
8144,H,426.0
8145,H,590.0
8146,H,98.45
8147,H,36.33
8148,H,382.5
8149,H,274.38
8150,L,430.54
8151,H,20.45
8152,H,146.52
8153,H,519.02
8154,H,151.13
8155,H,431.81
8156,L,32.18
8157,H,246.38
8158,H,132.19
8159,H,18.43
8160,H,56.11
8161,L,55.88
8162,H,119.15
8163,H,199.43
8164,H,22.43
8165,H,44.4
8166,L,237.94
8167,L,117.24
8168,H,1260.0
8169,L,2.5
8170,L,25.42
8171,H,82.57
8172,H,19.32
8173,L,24.87
8174,L,75.87
8175,H,99.81
8176,H,89.45
8177,H,23.86
8178,H,164.75
8179,H,82.43
8180,H,72.14
8181,H,49.3
8182,H,133.22
8183,L,39.3
8184,H,23.33
8185,H,12.05
8186,H,50.44
8187,H,63.98
8188,H,134.99
8189,H,225.86
8190,H,19.68
8191,H,15.68
8192,H,22.29
8193,H,7.84
8194,H,4.58
8195,H,4.04
8196,H,160.09
8197,Ureilite,995.0
8198,Ureilite,900.1
8199,H,170.0
8200,H,126.0
8201,H,126.0
8202,H,100.0
8203,L,136.75
8204,L,147.0
8205,L,182.0
8206,H,190.0
8207,H,156.0
8208,H,130.0
8209,L,162.0
8210,L,146.0
8211,LL,208.0
8212,H,62.0
8213,H,122.0
8214,L,50.0
8215,L,142.0
8216,LL,196.0
8217,L,145.0
8218,H,126.0
8219,H,88.0
8220,H,93.5
8221,OC,394.0
8222,H,182.0
8223,H,50.0
8224,L,102.0
8225,L,1233.0
8226,Lunar,245.0
8227,Lunar,3.9
8230,H,19.0
8231,H,88.0
8232,LL,76.0
8233,H,8.0
8234,H,1350.0
8235,LL,12.0
8236,LL,134.0
8237,H,60.0
8238,L,26.0
8239,L,144.0
8240,L,2270.0
8241,H,190.0
8242,L,185.0
8243,Lunar,49.0
8244,L,411.0
8245,H,795.0
8246,L,178.0
8247,L,602.0
8248,Eucrite,18.0
8249,L,105.0
8250,L,64.0
8251,H,48.0
8252,H,68.0
8253,H,1500.0
8254,H,62.0
8255,L,67.0
8256,LL,1248.0
8257,H,508.0
8258,L,74.0
8259,L,113.0
8260,L,166.0
8261,H,86.0
8262,H,74.0
8263,LL,2412.0
8264,L,170.0
8265,L,158.0
8266,H,38.0
8267,Lunar,21.7
8268,H,274.0
8269,H,68.0
8270,H,45.0
8271,H,212.0
8272,CM,16.0
8273,L,114.0
8274,H,550.0
8275,H,400.0
8276,L,702.0
8277,Lunar,35.4
8278,Lunar,21.6
8279,H,63.5
8280,H,1592.0
8281,L,247.0
8282,L,868.0
8283,H,79.0
8284,H,737.4
8285,L,108.3
8286,H,8.1
8287,H,423.5
8288,LL,79.0
8289,L,4230.0
8290,H,1728.0
8291,L,2467.0
8292,Ureilite,1063.0
8293,H,82.6
8294,H,33.0
8295,LL,153.9
8296,H,69.3
8297,H,608.5
8298,H,165.3
8299,LL,12.0
8300,L,213.9
8301,H,114.5
8302,H,243.2
8303,LL,2717.0
8304,H,20.89
8305,L,246.6
8306,H,440.0
8307,Iron,3800.0
8316,L,1388.0
8317,LL,30616.0
8318,L,4570.2
8320,Iron,4333.0
8321,H,219.9
8322,L,5363.9
8323,CM,19.79
8324,CM,124.52
8325,LL,1.85
8326,LL,928.0
8327,L,1494.2
8328,LL,845.6
8329,L,701.4
8330,L,1005.4
8331,L,504.0
8332,H,594.4
8333,L,227.4
8334,H,298.7
8335,LL,213.1
8336,LL,225.9
8337,LL,142.3
8338,LL,188.6
8339,LL,261.8
8340,H,143.9
8341,L,147.8
8342,L,114.6
8343,L,116.3
8344,L,116.2
8345,L,93.2
8346,H,67.6
8347,H,70.2
8348,H,65.7
8349,LL,110.5
8350,H,78.8
8351,L,45.8
8352,L,79.9
8353,L,47.0
8354,LL,50.3
8355,H,44.4
8356,H,17.3
8357,H,15.5
8358,LL,28.8
8359,H,25.1
8360,H,36.7
8361,H,45.1
8362,H,53.9
8363,H,26.4
8364,LL,7.8
8365,L,8.1
8366,L,11.6
8367,L,4.2
8368,LL,3.7
8369,LL,5.0
8370,L,3.1
8371,LL,3.3
8372,LL,3.8
8373,L,5.9
8374,L,4.6
8375,L,17.0
8376,H,28.7
8377,H,21.0
8378,H,83.1
8379,CO,54.2
8380,LL,548.4
8381,L,433.9
8382,L,323.6
8383,LL,341.0
8384,LL,393.8
8385,LL,395.9
8386,LL,308.5
8387,LL,215.4
8388,LL,273.5
8389,LL,95.3
8390,L,83.3
8391,LL,72.2
8392,L,72.09999999999998
8393,LL,72.5
8394,LL,49.6
8395,LL,61.8
8396,LL,30.78
8397,LL,36.59
8398,LL,81.14
8399,LL,39.53
8400,LL,34.53
8401,LL,24.36
8402,LL,25.53
8403,LL,16.07
8404,LL,48.81
8405,LL,41.08
8406,LL,57.74
8407,LL,11.34
8408,LL,24.29
8409,L,14.89
8410,L,6.82
8411,L,25.46
8412,H,25.15
8413,L,20.24
8414,L,36.01
8415,H,85.79
8416,L,13.1
8417,L,42.6
8418,H,52.2
8419,LL,34.1
8420,L,31.3
8421,L,20.6
8422,L,42.8
8423,LL,11.0
8424,L,9.9
8425,L,18.2
8426,L,21.4
8427,L,15.7
8428,CM,28.8
8429,L,13.1
8430,LL,21.3
8431,L,13.0
8432,LL,26.4
8433,H,21.0
8434,L,14.5
8435,LL,37.6
8436,H,38.2
8437,LL,13.75
8438,LL,27.09
8439,H,16.52
8440,H,8.21
8441,L,7.97
8442,LL,12.6
8443,L,11.39
8444,H,2964.7
8445,L,3449.7
8446,L,2176.7
8447,Eucrite,1305.4
8448,LL,173.2
8449,CM,109.0
8450,CO,294.5
8451,Eucrite,88.8
8452,CO,667.3
8453,H,24.7
8454,Eucrite,27.1
8455,CM,5.2
8456,CM,8.3
8457,Eucrite,3.4
8458,Ureilite,18.6
8459,Eucrite,19.6
8460,CM,8.4
8461,CM,6.2
8462,LL,1021.1
8463,LL,1447.8
8464,LL,1434.5
8465,LL,1020.6
8466,LL,1009.1
8467,LL,825.3
8468,LL,834.1
8469,LL,912.3
8470,LL,566.1
8471,LL,222.5
8472,LL,240.6
8473,L,281.7
8474,LL,227.0
8475,L,255.3
8476,LL,325.9
8477,LL,212.4
8478,LL,319.7
8479,L,96.9
8480,LL,251.4
8481,LL,153.1
8482,LL,172.6
8483,LL,131.3
8484,LL,89.8
8485,LL,106.7
8486,LL,145.8
8487,LL,125.5
8488,LL,83.5
8489,LL,124.4
8490,LL,82.9
8491,LL,122.4
8492,LL,78.8
8493,LL,64.8
8494,LL,70.3
8495,LL,154.2
8496,LL,193.1
8497,LL,88.7
8498,LL,74.59999999999998
8499,L,68.2
8500,LL,44.3
8501,LL,65.9
8502,L,44.2
8503,LL,54.2
8504,LL,88.0
8505,LL,49.4
8506,L,48.4
8507,LL,51.6
8508,LL,58.7
8509,L,39.3
8510,LL,56.3
8511,LL,115.6
8512,LL,28.9
8513,LL,19.1
8514,LL,34.0
8515,LL,35.1
8516,L,23.0
8517,LL,28.4
8518,LL,25.0
8519,LL,38.7
8520,LL,20.9
8521,LL,16.5
8522,LL,19.4
8523,LL,16.8
8524,LL,12.5
8525,LL,149.9
8526,LL,193.5
8527,LL,255.2
8528,LL,220.1
8529,L,247.9
8530,LL,10.3
8531,LL,28.8
8532,LL,38.2
8533,L,34.1
8534,LL,53.1
8535,LL,33.9
8536,L,31.8
8537,LL,47.8
8538,LL,24.4
8539,L,55.8
8540,L,18.0
8541,LL,28.1
8542,LL,56.4
8543,LL,21.3
8544,L,21.2
8545,LL,15.4
8546,LL,22.7
8547,LL,18.9
8548,LL,14.7
8549,LL,28.8
8550,LL,13.7
8551,LL,16.2
8552,LL,16.9
8553,LL,14.9
8554,LL,23.3
8555,L,86.0
8556,L,36.3
8557,LL,30.8
8558,LL,58.6
8559,LL,27.0
8560,H,65.3
8561,LL,95.8
8562,H,43.9
8563,L,102.8
8564,LL,54.7
8565,LL,7.2
8566,LL,6.5
8567,L,11.3
8568,LL,20.3
8569,LL,18.2
8570,L,20.9
8571,L,13.5
8572,L,15.0
8573,LL,18.3
8574,LL,14.2
8575,H,17.2
8576,H,9.5
8577,LL,14.5
8578,L,9.3
8579,L,14.9
8580,L,12.8
8581,H,18.8
8582,LL,13.7
8583,L,8.4
8584,CO,21.8
8585,LL,39.1
8586,LL,20.4
8587,L,21.1
8588,L,13.9
8589,L,35.3
8590,L,20.4
8591,LL,30.0
8592,LL,44.1
8593,LL,34.0
8594,H,43.4
8595,LL,12.2
8596,LL,18.5
8597,H,17.0
8598,LL,9.3
8599,L,10.4
8600,LL,22.2
8601,LL,14.4
8602,LL,19.1
8603,L,6.9
8604,L,13.8
8605,LL,35.6
8606,LL,18.8
8607,H,31.2
8608,L,19.9
8609,L,60.7
8610,LL,50.0
8611,L,38.2
8612,H,37.3
8613,L,20.4
8614,L,38.5
8615,LL,11.0
8616,LL,17.4
8617,H,38.0
8618,LL,15.4
8619,LL,28.4
8620,LL,15.6
8621,LL,8.4
8622,LL,31.0
8623,LL,22.5
8624,LL,29.8
8625,LL,22.7
8626,LL,35.20000000000001
8627,LL,42.7
8628,L,28.3
8629,LL,32.8
8630,LL,49.3
8631,LL,74.4
8632,LL,27.9
8633,L,77.5
8634,LL,30.8
8635,LL,15.5
8636,LL,19.2
8637,LL,23.3
8638,LL,20.2
8639,LL,14.4
8640,LL,40.7
8641,L,28.3
8642,LL,22.6
8643,LL,13.9
8644,L,21.6
8645,LL,15.9
8646,LL,21.1
8647,L,21.8
8648,LL,33.2
8649,LL,24.1
8650,LL,17.7
8651,LL,39.0
8652,LL,22.6
8653,LL,27.1
8654,L,25.4
8655,LL,15.9
8656,LL,12.6
8657,H,8.2
8658,LL,9.3
8659,LL,9.4
8660,LL,14.6
8661,L,13.0
8662,LL,13.4
8663,L,18.3
8664,LL,21.9
8665,L,9.6
8666,LL,41.2
8667,LL,16.6
8668,LL,21.3
8669,L,31.6
8670,LL,21.7
8671,LL,21.2
8672,L,20.4
8673,LL,18.1
8674,LL,11.2
8675,LL,29.6
8676,LL,23.3
8677,LL,20.4
8678,LL,18.9
8679,LL,37.5
8680,LL,25.8
8681,H,27.6
8682,LL,31.3
8683,LL,29.9
8684,H,24.2
8685,LL,37.4
8686,LL,20.6
8687,H,25.1
8688,LL,43.2
8689,LL,45.4
8690,LL,42.2
8691,LL,42.3
8692,LL,61.7
8693,LL,32.9
8694,LL,72.2
8695,L,22.9
8696,LL,20.0
8697,LL,28.8
8698,LL,37.9
8699,LL,25.5
8700,LL,29.3
8701,LL,78.5
8702,L,19.8
8703,LL,48.4
8704,LL,64.2
8705,LL,9.0
8706,L,22.6
8707,LL,15.0
8708,L,12.4
8709,L,8.4
8710,L,6.2
8711,LL,30.1
8712,LL,19.8
8713,LL,30.0
8714,LL,29.3
8715,LL,29.5
8716,L,65.0
8717,LL,52.7
8718,LL,56.6
8719,LL,33.2
8720,LL,60.9
8721,LL,36.8
8722,LL,21.0
8723,LL,83.6
8724,LL,30.9
8725,L,24.0
8726,LL,15.3
8727,LL,20.8
8728,L,8.9
8729,LL,25.0
8730,LL,9.5
8731,LL,12.6
8732,L,14.0
8733,LL,6.4
8734,LL,24.8
8735,LL,28.7
8736,LL,29.2
8737,LL,20.8
8738,L,28.7
8739,H,28.5
8740,L,23.7
8741,LL,57.1
8742,LL,23.9
8743,LL,22.2
8744,LL,9.7
8745,L,15.6
8746,L,11.1
8747,L,5.4
8748,L,5.6
8749,L,13.3
8750,L,9.6
8751,L,2.8
8752,LL,9.2
8753,LL,4.9
8754,L,3.4
8755,LL,12.9
8756,L,18.5
8757,L,12.9
8758,L,7.3
8759,LL,20.3
8760,L,28.2
8761,L,7.1
8762,LL,19.2
8763,L,7.1
8764,LL,14.1
8765,LL,3.0
8766,L,15.9
8767,LL,12.4
8768,LL,18.9
8769,LL,19.1
8770,L,3.5
8771,LL,19.5
8772,L,8.3
8773,L,18.0
8774,H,21.0
8775,L,24.0
8776,LL,35.6
8777,LL,19.8
8778,L,30.6
8779,LL,26.1
8780,L,27.6
8781,L,19.0
8782,LL,34.8
8783,L,4.0
8784,LL,3.4
8785,L,2.2
8786,LL,1.0
8787,L,11.4
8788,LL,5.7
8789,LL,4.1
8790,L,10.3
8791,LL,3.0
8792,L,6.2
8793,H,7.2
8794,CO,26.3
8795,H,14.6
8796,L,12.7
8797,L,6.8
8798,L,8.0
8799,LL,11.0
8800,L,8.9
8801,L,9.5
8802,LL,21.4
8803,L,287.5
8804,L,14.6
8805,LL,38.7
8806,LL,19.8
8807,LL,24.3
8808,LL,21.0
8809,L,19.0
8810,L,48.7
8811,H,20.9
8812,LL,28.5
8813,LL,18.0
8814,L,4.4
8815,H,5.2
8816,Ureilite,6.6
8817,H,4.1
8818,H,4.3
8819,LL,1.9
8820,L,9.1
8821,H,4.2
8822,H,5.5
8823,L,1.2
8824,H,2.8
8825,H,3.2
8826,H,2.3
8827,H,2.1
8828,LL,2.6
8829,L,2.5
8830,LL,4.9
8831,LL,5.7
8832,L,6.1
8833,L,2.5
8834,H,83.3
8835,H,80.59999999999998
8836,L,79.09999999999998
8837,LL,34.2
8838,LL,42.4
8839,LL,53.2
8840,LL,44.8
8841,L,68.8
8842,LL,59.7
8843,L,85.5
8844,L,49.9
8845,L,97.9
8846,L,55.8
8847,L,78.7
8848,L,70.3
8849,L,92.8
8850,L,45.9
8851,L,115.6
8852,LL,71.3
8853,LL,76.5
8854,L,29.3
8855,LL,47.4
8856,LL,37.7
8857,LL,32.5
8858,H,42.0
8859,L,42.0
8860,LL,82.0
8861,L,31.5
8862,L,29.6
8863,L,93.0
8864,LL,54.8
8865,LL,49.1
8866,LL,17.9
8867,LL,24.9
8868,LL,53.1
8869,LL,31.4
8870,LL,24.8
8871,LL,45.0
8872,LL,19.7
8873,LL,23.3
8874,LL,108.7
8875,LL,128.9
8876,LL,59.8
8877,LL,65.9
8878,LL,85.6
8879,H,60.5
8880,LL,147.3
8881,LL,45.5
8882,LL,113.1
8883,LL,106.2
8884,L,29.7
8885,L,12.7
8886,H,14.2
8887,L,20.1
8888,L,36.8
8889,L,12.3
8890,L,25.8
8891,L,18.6
8892,LL,57.6
8893,LL,40.5
8894,LL,20.4
8895,L,11.6
8896,L,9.6
8897,L,14.9
8898,LL,30.4
8899,H,19.0
8900,H,10.7
8901,LL,17.0
8902,LL,19.2
8903,LL,21.3
8904,LL,53.4
8905,L,122.4
8906,LL,133.9
8907,LL,160.9
8908,L,72.59999999999998
8909,L,92.5
8910,LL,48.7
8911,LL,82.5
8912,H,64.8
8913,LL,148.8
8914,LL,36.3
8915,LL,31.3
8916,LL,18.5
8917,LL,14.9
8918,LL,17.4
8919,L,17.9
8920,CV,25.1
8921,LL,14.5
8922,LL,21.2
8923,L,11.9
8924,H,14.5
8925,L,9.9
8926,LL,21.4
8927,L,19.2
8928,LL,22.4
8929,LL,18.3
8930,LL,23.0
8931,LL,25.2
8932,LL,25.2
8933,LL,12.9
8934,LL,18.5
8935,L,34.5
8936,LL,35.70000000000001
8937,LL,22.8
8938,L,21.2
8939,H,38.1
8940,L,15.5
8941,L,28.7
8942,LL,16.9
8943,LL,55.4
8944,LL,65.8
8945,LL,68.7
8946,LL,68.8
8947,LL,15.3
8948,LL,51.2
8949,L,42.4
8950,LL,48.9
8951,LL,37.5
8952,L,28.5
8953,H,29.3
8954,LL,166.5
8955,LL,124.9
8956,LL,208.3
8957,LL,102.2
8958,LL,67.1
8959,LL,16.2
8960,LL,22.0
8961,LL,28.4
8962,LL,18.9
8963,H,22.6
8964,LL,31.1
8965,LL,16.0
8966,LL,1083.3
8967,H,22.9
8968,L,44.2
8969,LL,43.8
8970,LL,45.1
8971,LL,58.7
8972,LL,36.6
8973,L,31.6
8974,LL,17.6
8975,L,27.7
8976,LL,13.2
8977,LL,23.5
8978,L,10.4
8979,H,11.7
8980,H,9.3
8981,L,23.1
8982,L,15.0
8983,H,25.7
8984,H,17.4
8985,LL,24.0
8986,L,26.7
8987,LL,33.1
8988,LL,17.8
8989,L,12.7
8990,LL,15.1
8991,LL,22.4
8992,LL,24.7
8993,H,12.0
8994,Howardite,426.0
8995,CV,61.1
8996,Eucrite,73.59999999999998
8997,CO,201.0
8998,Howardite,40.9
8999,Howardite,65.7
9000,CO,16.2
9001,CO,14.8
9002,LL,78.5
9003,LL,58.6
9004,LL,40.4
9005,LL,44.4
9006,LL,52.6
9007,LL,54.9
9008,LL,60.5
9009,H,36.0
9010,LL,57.0
9011,LL,36.6
9012,LL,26.5
9013,H,25.2
9014,LL,11.3
9015,LL,8.3
9016,H,16.7
9017,LL,39.1
9018,LL,24.0
9019,L,21.3
9020,LL,23.0
9021,LL,12.2
9022,Diogenite,27.3
9023,CV,38.4
9024,H,24.8
9025,H,12.2
9026,LL,17.3
9027,LL,30.5
9028,LL,21.7
9029,LL,32.4
9030,LL,30.7
9031,LL,22.7
9032,L,4.4
9033,H,9.2
9034,H,10.7
9035,LL,2.5
9036,L,25.4
9037,H,3.5
9038,H,9.1
9039,H,6.1
9040,L,2.4
9041,H,10.8
9042,L,12.9
9043,L,10.2
9044,L,12.8
9045,H,6.8
9046,L,5.9
9047,LL,27.5
9048,L,24.3
9049,L,22.9
9050,L,24.1
9051,LL,12.7
9052,L,51.6
9053,LL,55.7
9054,LL,34.3
9055,LL,27.0
9056,LL,34.3
9057,LL,78.4
9058,LL,52.1
9059,LL,53.0
9060,LL,73.7
9061,LL,53.8
9062,LL,56.8
9063,H,52.1
9064,LL,35.8
9065,LL,46.5
9066,L,38.4
9067,L,30.0
9068,L,14.5
9069,LL,32.9
9070,LL,30.2
9071,LL,22.5
9072,LL,23.9
9073,L,13.3
9074,LL,19.6
9075,H,9.0
9076,H,9.9
9077,H,17.9
9078,H,15.2
9079,H,8.5
9080,LL,15.4
9081,L,13.0
9082,LL,9.2
9083,LL,17.1
9084,LL,13.2
9085,LL,13.9
9086,LL,29.0
9087,H,22.3
9088,LL,30.4
9089,L,38.8
9090,LL,33.4
9091,H,41.6
9092,LL,38.2
9093,LL,41.1
9094,LL,25.2
9095,L,24.9
9096,L,37.7
9097,L,38.5
9098,L,20.5
9099,H,39.2
9100,LL,39.2
9101,L,47.5
9102,L,39.3
9103,L,35.0
9104,L,34.3
9105,L,47.5
9106,L,28.1
9107,L,27.2
9108,H,31.4
9109,H,26.2
9110,LL,16.4
9111,LL,13.0
9112,LL,30.1
9113,H,23.8
9114,LL,25.0
9115,LL,27.1
9116,LL,31.4
9117,H,31.8
9118,LL,17.3
9119,H,12.7
9120,LL,14.6
9121,LL,28.8
9122,H,20.0
9123,LL,15.2
9124,LL,17.8
9125,LL,27.0
9126,LL,15.3
9127,L,14.6
9128,LL,50.7
9129,L,48.8
9130,L,33.9
9131,LL,36.1
9132,LL,23.5
9133,LL,27.8
9134,L,22.5
9135,LL,18.1
9136,L,31.6
9137,LL,25.9
9138,Howardite,471.4
9139,Howardite,31.9
9140,Howardite,58.7
9141,CO,26.1
9162,L,1113.0
9166,Iron,40000.0
9168,L,3.5
9182,Iron,48.8
9204,L,30.5
9205,H,2886.4
9206,EL,331.2
9207,H,720.0
9210,H,94.84
9228,Ureilite,2100.0
9230,H,10.0
9231,L,12.0
9232,H,11.0
9233,H,151.0
9234,L,582.0
9235,LL,55.0
9236,LL,31.0
9237,L,33.0
9238,L,65.0
9239,H,7.0
9240,H,87.0
9241,H,54.0
9242,CO,5.2
9243,H,54.0
9244,H,98.0
9245,L,57.0
9246,L,156.0
9247,H,15.0
9248,H,11.0
9249,L,102.0
9250,H,50.0
9251,H,47.0
9252,L,115.0
9253,H,9.0
9254,H,132.0
9255,L,154.0
9256,H,46.0
9257,L,141.0
9258,L,392.0
9259,H,32.0
9260,H,35.0
